Id,Prediction
1,0.925745731548
2,0.273153942585
3,-0.636965501369
4,0.601688271028
5,0.964336378604
6,0.94026997654
7,-0.828416122516
8,-1.27273173591
9,1.54739228466
10,-0.759238560945
11,0.805590276438
12,-1.19807179977
13,-0.071847862557
14,-0.577814031482
15,0.376532717963
16,0.496855247695
17,1.21812455077
18,-0.964143307493
19,-1.38788700424
20,-0.189388035657
21,0.59489812525
22,-0.577861859274
23,0.548480324492
24,0.445000432132
25,-0.0332731417107
26,-1.0343026637
27,0.544200544692
28,-0.88811656552
29,1.26426252306
30,1.14616880221
31,-0.822527536161
32,0.877452614525
33,-0.184149126488
34,-0.70082900941
35,-0.178543308251
36,-0.290317875937
37,-0.959733779382
38,-0.475399323746
39,0.586972850548
40,0.539941344499
41,-0.868315671228
42,1.47278747643
43,0.0870104411168
44,-0.384969036881
45,-0.689232751455
46,0.644464419216
47,-1.06826557154
48,1.25085023377
49,0.703451344928
50,0.617857173525
51,0.481491329492
52,-0.538080094742
53,1.39436466018
54,-1.0647948928
55,0.52186315917
56,0.492838885864
57,1.00520206175
58,0.717690576757
59,-0.572619447482
60,0.369770588811
61,0.460770449183
62,1.31353914904
63,-0.68365242358
64,-0.697445596214
65,-1.20538721731
66,-1.44542023743
67,-0.806842737925
68,-0.835913464247
69,-0.400828285407
70,0.971106679146
71,0.529482014192
72,-0.817724591264
73,-1.13459342421
74,-0.557730681628
75,1.23965538629
76,-0.632629236111
77,-0.57454485054
78,0.539006819841
79,-1.00170746452
80,0.815013027813
81,-1.16765062445
82,-1.51790806009
83,0.704516945302
84,-0.410310153885
85,-0.105185932107
86,-0.899020034143
87,-0.634036500403
88,0.888917674414
89,0.323250697293
90,1.02769359529
91,-0.178344425351
92,1.06462968761
93,-1.04287541442
94,-0.716278427078
95,0.324772873758
96,-0.0556364778466
97,-1.21214548241
98,0.453047502486
99,-0.167414842929
100,-0.631719645075
101,0.732535891272
102,-1.23815038651
103,-1.35959817097
104,0.741276588867
105,-0.381239554145
106,-0.848725450035
107,-0.908842449843
108,0.270458205352
109,-1.0379375238
110,0.475310926149
111,0.661174547768
112,-0.32702132492
113,-0.034532355832
114,-0.848546390136
115,0.50848455974
116,-0.968972192739
117,-1.42525543346
118,0.812371818129
119,-0.928983807185
120,0.159476283432
121,-1.2205540661
122,1.53594361278
123,-0.865861942872
124,-0.450593894154
125,-0.710041559839
126,0.582498365313
127,-0.248604811008
128,-0.0236839465369
129,0.236970741121
130,-1.02342188746
131,0.243229543409
132,-0.313358384589
133,-0.452102395438
134,-0.536402256373
135,0.27214885949
136,-0.476215941417
137,-0.855397924174
138,0.955588494859
139,-0.401800206026
140,0.0219826657608
141,-1.42395522692
142,0.415425511874
143,0.0440590403872
144,-0.644300183526
145,0.290834713541
146,0.248150802296
147,-1.02533882097
148,-1.20625543459
149,0.502527784676
150,-0.0160044694133
151,-1.04486079441
152,-0.376555009126
153,-0.597334449849
154,-0.990351331377
155,-0.990314312266
156,0.576202594406
157,-1.06423251431
158,0.652333017822
159,0.245341220771
160,-0.581648127466
161,0.201969176287
162,0.11584538167
163,-0.65778532344
164,0.221774585619
165,1.03394582602
166,0.124892727131
167,-0.47195872095
168,0.0743697651168
169,0.423817818315
170,0.210599832066
171,1.51945966188
172,0.272122282493
173,-0.954834814945
174,0.311652911244
175,-0.657182897572
176,0.0270177634485
177,-0.153618630936
178,-0.17404831037
179,-1.13940007821
180,-0.96059830443
181,0.263664371557
182,-0.396340427337
183,-0.733294633138
184,0.592972084802
185,0.623008645287
186,-0.982671395851
187,0.420269610411
188,-0.500750581473
189,0.73692953928
190,-0.77705504054
191,-0.665892915596
192,-0.551782758185
193,-0.904808420366
194,0.0305517873353
195,-0.904842472947
196,0.368541826168
197,0.313218119539
198,-1.16772825255
199,-0.152303829328
200,-0.248687790546
201,-0.905556876301
202,0.166292635241
203,-1.31599451804
204,0.910571454076
205,0.705815072747
206,-1.06238982533
207,-0.625507740207
208,1.19631853207
209,1.45609624699
210,-0.120499734699
211,-0.629837358547
212,-0.848986142043
213,-0.694042849392
214,0.732217123457
215,-0.702975849107
216,-0.193700820743
217,-0.460264109263
218,-0.418064873171
219,-1.05950991128
220,-1.09483099153
221,0.511578001431
222,-0.325549068336
223,0.329681586637
224,0.187456932838
225,-1.05908531348
226,-0.45282423075
227,-0.815882543313
228,-1.57137087732
229,0.433237753718
230,-0.99359856865
231,-0.688246618355
232,-0.125712732054
233,-0.915951740229
234,-0.197249963494
235,-1.23054165394
236,0.46943031751
237,-0.684123551449
238,-0.778301697375
239,1.1762054039
240,-1.12078802587
241,-0.937769081594
242,1.10097299457
243,-0.0335294387374
244,0.0326549498131
245,1.76190362115
246,0.838249442059
247,-0.158933038782
248,1.04042371131
249,-1.13048142554
250,0.783725533564
251,0.788857963108
252,-0.218166192451
253,-0.0139623360657
254,0.0162179751664
255,0.628220630727
256,-0.482375597328
257,-0.575443000364
258,-1.13770643646
259,-0.757133423267
260,-0.941429914939
261,0.327370099607
262,0.609035820454
263,-0.0860325920948
264,-0.275304032633
265,-0.818850900189
266,-0.829955439662
267,1.27496993309
268,-0.895578471049
269,-0.957036471086
270,1.24837661752
271,-1.03443562123
272,-0.814037258907
273,-0.983931126929
274,0.257112356511
275,-0.905977733283
276,0.697441006559
277,1.06462968761
278,0.0973145954791
279,-0.75053154496
280,-0.845064248635
281,0.888917674414
282,0.888899388445
283,-0.355392179725
284,0.144900542461
285,0.735297276603
286,-0.571319180378
287,0.705470479767
288,0.228426538077
289,-0.58508407201
290,1.01873285424
291,-1.11142924621
292,-1.0459834259
293,-0.0928291366698
294,-1.09371350028
295,-0.947623431541
296,0.282315991859
297,0.685761902252
298,0.657676436736
299,-1.17004626171
300,-0.911984382878
301,-0.865896815275
302,-0.510254040139
303,0.929739289637
304,0.129508651167
305,-0.122676097628
306,0.2799865927
307,0.162805455506
308,-0.519839319831
309,-0.605728551325
310,0.390272017192
311,0.541372429656
312,-0.0990100970982
313,-1.12190081014
314,0.706680276842
315,0.261756552879
316,-0.899899198393
317,-0.775337460173
318,-0.118733531746
319,-0.520964255918
320,-0.381587575365
321,-1.4033796567
322,0.41420752834
323,0.584730732305
324,0.358708828392
325,-0.472070168278
326,0.0259752624755
327,1.26254188196
328,-0.529180665679
329,0.601813909554
330,-1.0343721532
331,-0.562591475695
332,0.0798159555518
333,-0.769309507583
334,0.610013310745
335,0.433496354498
336,0.603504149735
337,-0.238604331593
338,1.13026975545
339,-0.657139929441
340,-0.766433404752
341,0.280536267883
342,0.453680517456
343,-0.29017708022
344,-0.948589152808
345,-0.593970657448
346,-0.116942502992
347,-0.0583621116059
348,-0.500941483136
349,0.530715906297
350,-0.787016648913
351,-1.1774297237
352,-1.3416707282
353,-0.3427458133
354,1.01854011108
355,-0.0425227525811
356,1.39414612402
357,0.884599623534
358,-0.274149676904
359,-0.722668676614
360,-0.73538954196
361,-1.17436390378
362,1.06187210187
363,0.0385345618297
364,0.165032337397
365,0.655380184904
366,-0.850934639013
367,-0.509637281173
368,0.677928095607
369,-0.879487484585
370,0.700240695178
371,-0.0144658446417
372,-0.582073728774
373,-0.921650875683
374,-0.759834586693
375,-0.0367695541455
376,-0.488657801472
377,0.821769562052
378,-0.739467972863
379,0.227967902232
380,-0.507812110876
381,0.582097528376
382,-0.880880201943
383,0.178924300268
384,0.568717303097
385,-1.35882608171
386,0.272251694348
387,0.0967623209195
388,0.376655335055
389,0.53943364702
390,-0.24872147871
391,-0.909054127957
392,1.1441059482
393,0.490475498905
394,-0.162514760007
395,-1.04860435848
396,-0.0767168882775
397,-0.984512901666
398,-0.86440661278
399,0.0574268895508
400,0.329702893464
401,0.669323784381
402,-0.258291896307
403,-0.807832354441
404,0.543115664465
405,-0.296284387555
406,-0.708555029145
407,-1.1225146845
408,-0.242251919457
409,-0.590677652618
410,-0.188300540684
411,-0.637181831457
412,-0.785266453467
413,0.0617855422487
414,-0.670351659492
415,-0.482622445298
416,-0.951165296093
417,-0.758917318335
418,-0.749469439451
419,0.267472282693
420,0.0810566562654
421,-0.51132394237
422,-0.899948769995
423,-0.776390504688
424,-1.06742936654
425,-0.0268544030232
426,0.629201693962
427,-0.588817721639
428,-0.185519880935
429,-0.549535953845
430,1.17428991261
431,1.16031722597
432,-1.07344150283
433,-1.15080712521
434,-0.646305998068
435,-0.118873361281
436,-0.834166490929
437,-0.0418586162674
438,-1.13782469564
439,-0.796982130954
440,0.19887944942
441,0.539770385448
442,0.257983346251
443,0.321624865107
444,-0.0720345210622
445,-1.0328135184
446,-0.0292488255746
447,0.616070384027
448,0.64729525797
449,-1.01023262441
450,1.45973631115
451,0.583474081768
452,-0.887958573631
453,1.06018960162
454,-1.18359941225
455,-0.920090463936
456,-0.438929525037
457,-1.29596876769
458,0.49973872568
459,0.602415714738
460,1.15357139022
461,-1.00214778488
462,-1.21043644226
463,1.61992627819
464,-1.16925481919
465,0.915591501587
466,-0.342923579638
467,-0.0638443797472
468,-0.484151769856
469,0.166474944538
470,-0.973680521548
471,0.717398354347
472,-0.795389924401
473,-0.463072571126
474,-0.715530736031
475,-0.310460501571
476,0.631241301638
477,-0.45599779239
478,0.940956107948
479,-0.979232505144
480,-0.210117216419
481,0.0857119846748
482,0.735052040107
483,1.20659379167
484,-0.951886697561
485,0.521629011817
486,-0.623120470406
487,-0.877821145287
488,-0.476799286902
489,-1.16381719751
490,0.954306266388
491,0.214670724297
492,0.821249986805
493,-0.0073797676159
494,-1.45715493807
495,0.933774309355
496,0.811182570372
497,0.924145644286
498,-0.44680875395
499,0.220775918835
500,0.564342003832
501,0.52325875432
502,-1.163281074
503,0.0487599556855
504,0.287331543285
505,1.40587544172
506,-0.574024602967
507,0.267909876822
508,-0.652575551456
509,0.839085551757
510,0.962642448443
511,0.167811858155
512,-0.389639178174
513,-0.813758264398
514,0.662119442832
515,-0.465401800531
516,-0.674137343519
517,-0.871798111083
518,1.59444032299
519,0.786886256576
520,0.139317938412
521,1.1530183401
522,0.279534591583
523,-0.47555129469
524,0.451075328395
525,-1.05463226342
526,-1.18408695038
527,0.993322068065
528,-1.20889248334
529,-0.271282975354
530,-0.690014516201
531,0.792888913851
532,0.0652860190558
533,-0.433524511984
534,1.33453974567
535,-1.0350662807
536,-0.53813534463
537,1.29346044276
538,1.05109356112
539,-0.40615313752
540,0.692543125905
541,-0.925660624131
542,0.657221021912
543,-1.00406870933
544,0.656345406248
545,-0.129879262796
546,0.552175019511
547,0.175595896049
548,0.362463635068
549,-0.762755188342
550,-0.869707969254
551,-0.951537281934
552,0.550408472491
553,-0.762051635547
554,0.337701947267
555,-0.0242682783926
556,-0.231376102085
557,0.400679604121
558,-0.0678300232118
559,0.596436838003
560,0.209583853151
561,0.533596088495
562,0.246780410987
563,0.077547010996
564,-0.624994079007
565,-1.01396316883
566,0.195080264266
567,0.316387048907
568,0.478756958763
569,-0.308280210422
570,0.228929221321
571,-0.794862001753
572,0.54678441016
573,-0.499105313546
574,-0.998651283387
575,-0.574915659918
576,-0.00429379949029
577,-1.05040515994
578,-1.01294135561
579,0.107976851311
580,0.855769141631
581,0.54678441016
582,-0.461422735379
583,-0.155124562718
584,0.415914865706
585,-0.207608319121
586,0.709434111957
587,-0.555641880453
588,-1.09434109852
589,-1.60284540025
590,-1.08617325953
591,-0.893755651775
592,-0.771830355576
593,-1.22797876072
594,-0.893896379781
595,-0.910728583777
596,0.198823572164
597,-1.17565284584
598,-0.740043069152
599,-0.119722954347
600,-0.246830833606
601,1.38021342213
602,0.789117889409
603,-0.187802388677
604,1.14351145926
605,-1.26791472746
606,-0.0555878316654
607,0.584985541994
608,0.502257999666
609,-1.03837188139
610,-0.989690729873
611,0.696924959758
612,-0.456963884692
613,-0.694892557604
